2022/12/27,22:00:21,vi_irdc,128/1024
2022/12/27,22:00:21,IRDC_Share,352/384
2022/12/28,10:00:26,IRDCSG,256/320
2022/12/28,10:00:26,vi_irdc,128/1024
2022/12/28,10:00:26,IRDC_Share,248/384
2022/12/28,14:00:21,IRDCSG,256/320
2022/12/28,14:00:21,vi_irdc,64/1024
2022/12/28,14:00:21,IRDC_Share,264/384
2022/12/28,18:00:37,IRDCSG,256/320
2022/12/28,18:00:37,vi_irdc,320/1024
2022/12/28,18:00:37,IRDC_Share,192/384
2022/12/28,22:00:21,IRDCSG,256/320
2022/12/28,22:00:21,vi_irdc,512/1024
2022/12/28,22:00:21,IRDC_Share,176/384
2022/12/29,14:00:23,IRDCSG,256/320
2022/12/29,14:00:23,vi_irdc,320/1024
2022/12/29,14:00:23,IRDC_Share,168/384
2022/12/29,18:00:18,IRDCSG,256/320
2022/12/29,18:00:18,vi_irdc,384/1024
2022/12/29,18:00:18,IRDC_Share,186/384
2022/12/29,22:00:25,IRDCSG,256/320
2022/12/29,22:00:25,vi_irdc,256/1024
2022/12/29,22:00:25,IRDC_Share,169/384
2022/12/30,10:00:19,IRDCSG,256/320
2022/12/30,10:00:19,vi_irdc,192/1024
2022/12/30,10:00:19,IRDC_Share,168/384
2022/12/30,14:00:19,IRDCSG,256/320
2022/12/30,14:00:19,vi_irdc,256/1024
2022/12/30,14:00:19,IRDC_Share,250/384
2022/12/30,18:00:23,IRDCSG,256/320
2022/12/30,18:00:23,vi_irdc,256/1024
2022/12/30,18:00:23,IRDC_Share,258/384
2022/12/30,22:00:20,IRDCSG,256/320
2022/12/30,22:00:20,vi_irdc,640/1024
2022/12/30,22:00:20,IRDC_Share,250/384
2022/12/31,10:00:23,IRDCSG,256/320
2022/12/31,10:00:23,vi_irdc,448/1024
2022/12/31,10:00:23,IRDC_Share,170/384
2022/12/31,14:00:24,IRDCSG,256/320
2022/12/31,14:00:24,vi_irdc,512/1024
2022/12/31,14:00:24,IRDC_Share,170/384
